Date,Start (ET),Visitor team,Visitor team's points,Home team,Home team's points,Attendance,Arena,Notes
"January 30, 2023",7:30p,Los Angeles Lakers,104,Brooklyn Nets,121,"17,924",Barclays Center,Regular Season
"January 30, 2023",8:00p,Sacramento Kings,118,Minnesota Timberwolves,111,"15,342",Target Center,Regular Season
"January 30, 2023",8:00p,Golden State Warriors,128,Oklahoma City Thunder,120,"16,854",Paycom Center,Regular Season
"January 30, 2023",8:00p,Washington Wizards,127,San Antonio Spurs,106,"11,970",AT&T Center,Regular Season
"January 30, 2023",8:30p,Detroit Pistons,105,Dallas Mavericks,111,"19,777",American Airlines Center,Regular Season
"January 30, 2023",9:00p,Toronto Raptors,106,Phoenix Suns,114,"17,071",Footprint Center,Regular Season
"January 30, 2023",10:00p,Atlanta Hawks,125,Portland Trail Blazers,129,"18,262",Moda Center,Regular Season
"January 31, 2023",7:00p,Miami Heat,100,Cleveland Cavaliers,97,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"January 31, 2023",7:30p,Los Angeles Lakers,129,New York Knicks,123,"19,812",Madison Square Garden (IV),Regular Season
"January 31, 2023",8:00p,Los Angeles Clippers,108,Chicago Bulls,103,"20,068",United Center,Regular Season
"January 31, 2023",8:00p,Charlotte Hornets,115,Milwaukee Bucks,124,"17,341",Fiserv Forum,Regular Season
"January 31, 2023",10:00p,New Orleans Pelicans,113,Denver Nuggets,122,"18,868",Ball Arena,Regular Season
"February 1, 2023",7:00p,Portland Trail Blazers,122,Memphis Grizzlies,112,"14,589",FedEx Forum,Regular Season
"February 1, 2023",7:00p,Orlando Magic,94,Philadelphia 76ers,105,"20,885",Wells Fargo Center,Regular Season
"February 1, 2023",7:30p,Brooklyn Nets,96,Boston Celtics,139,"19,156",TD Garden,Regular Season
"February 1, 2023",8:00p,Oklahoma City Thunder,106,Houston Rockets,112,"15,181",Toyota Center,Regular Season
"February 1, 2023",8:00p,Golden State Warriors,114,Minnesota Timberwolves,119,"17,136",Target Center,Regular Season
"February 1, 2023",8:00p,Sacramento Kings,119,San Antonio Spurs,109,"13,207",AT&T Center,Regular Season
"February 1, 2023",9:00p,Toronto Raptors,128,Utah Jazz,131,"18,206",Vivint Arena,Regular Season
"February 1, 2023",10:00p,Atlanta Hawks,132,Phoenix Suns,100,"17,071",Footprint Center,Regular Season
"February 2, 2023",7:00p,Los Angeles Lakers,112,Indiana Pacers,111,"17,274",Gainbridge Fieldhouse,Regular Season
"February 2, 2023",7:30p,Memphis Grizzlies,113,Cleveland Cavaliers,128,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"February 2, 2023",7:30p,Miami Heat,104,New York Knicks,106,"19,044",Madison Square Garden (IV),Regular Season
"February 2, 2023",8:00p,Charlotte Hornets,98,Chicago Bulls,114,"20,072",United Center,Regular Season
"February 2, 2023",8:30p,New Orleans Pelicans,106,Dallas Mavericks,111,"19,670",American Airlines Center,Regular Season
"February 2, 2023",9:00p,Golden State Warriors,117,Denver Nuggets,134,"19,555",Ball Arena,Regular Season
"February 2, 2023",10:00p,Los Angeles Clippers,105,Milwaukee Bucks,106,"17,341",Fiserv Forum,Regular Season
"February 3, 2023",7:00p,Charlotte Hornets,112,Detroit Pistons,118,"18,007",Little Caesars Arena,Regular Season
"February 3, 2023",7:00p,Sacramento Kings,104,Indiana Pacers,107,"17,274",Gainbridge Fieldhouse,Regular Season
"February 3, 2023",7:00p,Portland Trail Blazers,124,Washington Wizards,116,"20,476",Capital One Arena,Regular Season
"February 3, 2023",7:30p,Phoenix Suns,106,Boston Celtics,94,"19,156",TD Garden,Regular Season
"February 3, 2023",8:00p,Toronto Raptors,117,Houston Rockets,111,"16,585",Toyota Center,Regular Season
"February 3, 2023",8:00p,Orlando Magic,127,Minnesota Timberwolves,120,"17,136",Target Center,Regular Season
"February 3, 2023",8:00p,Philadelphia 76ers,137,San Antonio Spurs,125,"15,252",AT&T Center,Regular Season
"February 3, 2023",9:00p,Atlanta Hawks,115,Utah Jazz,108,"18,206",Vivint Arena,Regular Season
"February 4, 2023",6:00p,Washington Wizards,123,Brooklyn Nets,125,"17,732",Barclays Center,Regular Season
"February 4, 2023",6:00p,Los Angeles Lakers,126,New Orleans Pelicans,131,"18,886",Smoothie King Center,Regular Season
"February 4, 2023",7:00p,Phoenix Suns,116,Detroit Pistons,100,"19,788",Little Caesars Arena,Regular Season
"February 4, 2023",7:00p,Los Angeles Clippers,134,New York Knicks,128,"19,812",Madison Square Garden (IV),Regular Season
"February 4, 2023",8:00p,Portland Trail Blazers,121,Chicago Bulls,129,"20,135",United Center,Regular Season
"February 4, 2023",8:00p,Miami Heat,115,Milwaukee Bucks,123,"18,008",Fiserv Forum,Regular Season
"February 4, 2023",8:00p,Houston Rockets,121,Oklahoma City Thunder,153,"16,994",Paycom Center,Regular Season
"February 4, 2023",8:30p,Dallas Mavericks,113,Golden State Warriors,119,"18,064",Chase Center,Regular Season
"February 4, 2023",9:00p,Atlanta Hawks,108,Denver Nuggets,128,"19,630",Ball Arena,Regular Season
"February 5, 2023",1:00p,Orlando Magic,119,Charlotte Hornets,113,"18,510",Spectrum Center,Regular Season
"February 5, 2023",5:00p,Cleveland Cavaliers,122,Indiana Pacers,103,"17,274",Gainbridge Fieldhouse,Regular Season
"February 5, 2023",6:00p,Toronto Raptors,106,Memphis Grizzlies,103,"17,794",FedEx Forum,Regular Season
"February 5, 2023",6:00p,Philadelphia 76ers,97,New York Knicks,108,"17,586",Madison Square Garden (IV),Regular Season
"February 5, 2023",7:00p,Denver Nuggets,98,Minnesota Timberwolves,128,"17,136",Target Center,Regular Season
"February 5, 2023",7:00p,Sacramento Kings,104,New Orleans Pelicans,136,"17,779",Smoothie King Center,Regular Season
"February 6, 2023",7:00p,Boston Celtics,111,Detroit Pistons,99,"17,933",Little Caesars Arena,Regular Season
"February 6, 2023",7:00p,Cleveland Cavaliers,114,Washington Wizards,91,"16,744",Capital One Arena,Regular Season
"February 6, 2023",7:30p,Los Angeles Clippers,124,Brooklyn Nets,116,"16,981",Barclays Center,Regular Season
"February 6, 2023",8:00p,San Antonio Spurs,104,Chicago Bulls,128,"19,291",United Center,Regular Season
"February 6, 2023",8:00p,Sacramento Kings,140,Houston Rockets,120,"15,405",Toyota Center,Regular Season
"February 6, 2023",9:00p,Dallas Mavericks,124,Utah Jazz,111,"18,206",Vivint Arena,Regular Season
"February 6, 2023",10:00p,Oklahoma City Thunder,114,Golden State Warriors,141,"18,064",Chase Center,Regular Season
"February 6, 2023",10:00p,Milwaukee Bucks,127,Portland Trail Blazers,108,"18,110",Moda Center,Regular Season
"February 7, 2023",7:00p,New York Knicks,102,Orlando Magic,98,"19,438",Amway Center,Regular Season
"February 7, 2023",7:30p,Phoenix Suns,116,Brooklyn Nets,112,"17,093",Barclays Center,Regular Season
"February 7, 2023",7:30p,Atlanta Hawks,107,New Orleans Pelicans,116,"16,669",Smoothie King Center,Regular Season
"February 7, 2023",8:00p,Chicago Bulls,89,Memphis Grizzlies,104,"17,012",FedEx Forum,Regular Season
"February 7, 2023",9:00p,Minnesota Timberwolves,112,Denver Nuggets,146,"18,307",Ball Arena,Regular Season
"February 7, 2023",10:00p,Oklahoma City Thunder,133,Los Angeles Lakers,130,"18,997",Crypto.com Arena,Regular Season
"February 8, 2023",7:00p,Detroit Pistons,85,Cleveland Cavaliers,113,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"February 8, 2023",7:00p,Charlotte Hornets,104,Washington Wizards,118,"16,097",Capital One Arena,Regular Season
"February 8, 2023",7:30p,Philadelphia 76ers,99,Boston Celtics,106,"19,156",TD Garden,Regular Season
"February 8, 2023",7:30p,Indiana Pacers,111,Miami Heat,116,"19,600",Kaseya Center,Regular Season
"February 8, 2023",7:30p,San Antonio Spurs,98,Toronto Raptors,112,"19,800",Scotiabank Arena,Regular Season
"February 8, 2023",8:00p,Sacramento Kings,130,Houston Rockets,128,"15,881",Toyota Center,Regular Season
"February 8, 2023",9:00p,Minnesota Timberwolves,143,Utah Jazz,118,"18,206",Vivint Arena,Regular Season
"February 8, 2023",10:00p,Dallas Mavericks,110,Los Angeles Clippers,104,"18,377",Crypto.com Arena,Regular Season
"February 8, 2023",10:00p,Golden State Warriors,122,Portland Trail Blazers,125,"18,450",Moda Center,Regular Season
"February 9, 2023",7:00p,Denver Nuggets,104,Orlando Magic,115,"18,846",Amway Center,Regular Season
"February 9, 2023",7:30p,Phoenix Suns,107,Atlanta Hawks,116,"17,003",State Farm Arena,Regular Season
"February 9, 2023",7:30p,Chicago Bulls,105,Brooklyn Nets,116,"16,938",Barclays Center,Regular Season
"February 9, 2023",10:00p,Milwaukee Bucks,115,Los Angeles Lakers,106,"18,997",Crypto.com Arena,Regular Season
"February 10, 2023",7:00p,San Antonio Spurs,131,Detroit Pistons,138,"17,899",Little Caesars Arena,Regular Season
"February 10, 2023",7:00p,Phoenix Suns,117,Indiana Pacers,104,"16,522",Gainbridge Fieldhouse,Regular Season
"February 10, 2023",7:00p,New York Knicks,108,Philadelphia 76ers,119,"21,057",Wells Fargo Center,Regular Season
"February 10, 2023",7:30p,Charlotte Hornets,116,Boston Celtics,127,"19,156",TD Garden,Regular Season
"February 10, 2023",7:30p,Utah Jazz,122,Toronto Raptors,116,"19,800",Scotiabank Arena,Regular Season
"February 10, 2023",8:00p,Minnesota Timberwolves,107,Memphis Grizzlies,128,"17,794",FedEx Forum,Regular Season
"February 10, 2023",8:00p,Houston Rockets,95,Miami Heat,97,"19,600",Kaseya Center,Regular Season
"February 10, 2023",10:00p,Cleveland Cavaliers,118,New Orleans Pelicans,107,"16,398",Smoothie King Center,Regular Season
"February 10, 2023",10:00p,Oklahoma City Thunder,138,Portland Trail Blazers,129,"19,424",Moda Center,Regular Season
"February 10, 2023",10:00p,Dallas Mavericks,122,Sacramento Kings,114,"18,111",Golden 1 Center,Regular Season
"February 10, 2023",10:30p,Milwaukee Bucks,119,Los Angeles Clippers,106,"16,614",Crypto.com Arena,Regular Season
"February 11, 2023",6:00p,Philadelphia 76ers,101,Brooklyn Nets,98,"17,732",Barclays Center,Regular Season
"February 11, 2023",7:00p,Denver Nuggets,119,Charlotte Hornets,105,"19,256",Spectrum Center,Regular Season
"February 11, 2023",7:00p,Miami Heat,107,Orlando Magic,103,"18,223",Amway Center,Regular Season
"February 11, 2023",7:00p,Indiana Pacers,113,Washington Wizards,127,"18,387",Capital One Arena,Regular Season
"February 11, 2023",7:30p,San Antonio Spurs,106,Atlanta Hawks,125,"17,875",State Farm Arena,Regular Season
"February 11, 2023",7:30p,Utah Jazz,120,New York Knicks,126,"19,339",Madison Square Garden (IV),Regular Season
"February 11, 2023",8:00p,Chicago Bulls,89,Cleveland Cavaliers,97,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"February 11, 2023",8:30p,Los Angeles Lakers,109,Golden State Warriors,103,"18,064",Chase Center,Regular Season
"February 11, 2023",10:00p,Dallas Mavericks,128,Sacramento Kings,133,"18,111",Golden 1 Center,Regular Season
"February 12, 2023",2:00p,Memphis Grizzlies,109,Boston Celtics,119,"19,156",TD Garden,Regular Season
"February 12, 2023",3:00p,Detroit Pistons,118,Toronto Raptors,119,"19,800",Scotiabank Arena,Regular Season
"February 13, 2023",7:00p,Atlanta Hawks,138,Charlotte Hornets,144,"14,078",Spectrum Center,Regular Season
"February 13, 2023",7:00p,San Antonio Spurs,109,Cleveland Cavaliers,117,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"February 13, 2023",7:00p,Utah Jazz,123,Indiana Pacers,117,"15,004",Gainbridge Fieldhouse,Regular Season
"February 13, 2023",7:00p,Houston Rockets,104,Philadelphia 76ers,123,"19,850",Wells Fargo Center,Regular Season
"February 13, 2023",7:30p,Denver Nuggets,112,Miami Heat,108,"19,755",Kaseya Center,Regular Season
"February 13, 2023",7:30p,Brooklyn Nets,106,New York Knicks,124,"19,812",Madison Square Garden (IV),Regular Season
"February 13, 2023",8:00p,Orlando Magic,100,Chicago Bulls,91,"20,767",United Center,Regular Season
"February 13, 2023",8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,100,"14,920",Paycom Center,Regular Season
"February 13, 2023",8:30p,Minnesota Timberwolves,124,Dallas Mavericks,121,"20,325",American Airlines Center,Regular Season
"February 13, 2023",10:00p,Washington Wizards,126,Golden State Warriors,135,"18,064",Chase Center,Regular Season
"February 13, 2023",10:00p,Los Angeles Lakers,115,Portland Trail Blazers,127,"18,299",Moda Center,Regular Season
"February 14, 2023",7:30p,Boston Celtics,125,Milwaukee Bucks,131,"17,623",Fiserv Forum,Regular Season
"February 14, 2023",7:30p,Orlando Magic,113,Toronto Raptors,123,"19,800",Scotiabank Arena,Regular Season
"February 14, 2023",9:00p,Sacramento Kings,109,Phoenix Suns,120,"17,071",Footprint Center,Regular Season
"February 14, 2023",10:00p,Golden State Warriors,124,Los Angeles Clippers,134,"16,741",Crypto.com Arena,Regular Season
"February 14, 2023",10:00p,Washington Wizards,126,Portland Trail Blazers,101,"18,004",Moda Center,Regular Season
"February 15, 2023",7:00p,San Antonio Spurs,110,Charlotte Hornets,120,"14,155",Spectrum Center,Regular Season
"February 15, 2023",7:00p,Chicago Bulls,113,Indiana Pacers,117,"15,599",Gainbridge Fieldhouse,Regular Season
"February 15, 2023",7:30p,New York Knicks,122,Atlanta Hawks,101,"17,771",State Farm Arena,Regular Season
"February 15, 2023",7:30p,Detroit Pistons,109,Boston Celtics,127,"19,156",TD Garden,Regular Season
"February 15, 2023",7:30p,Miami Heat,105,Brooklyn Nets,116,"17,963",Barclays Center,Regular Season
"February 15, 2023",7:30p,Cleveland Cavaliers,112,Philadelphia 76ers,118,"21,134",Wells Fargo Center,Regular Season
"February 15, 2023",8:00p,Utah Jazz,111,Memphis Grizzlies,117,"16,748",FedEx Forum,Regular Season
"February 15, 2023",8:00p,Houston Rockets,96,Oklahoma City Thunder,133,"14,988",Paycom Center,Regular Season
"February 15, 2023",9:00p,Dallas Mavericks,109,Denver Nuggets,118,"19,627",Ball Arena,Regular Season
"February 15, 2023",10:00p,New Orleans Pelicans,102,Los Angeles Lakers,120,"18,997",Crypto.com Arena,Regular Season
"February 16, 2023",7:30p,Milwaukee Bucks,112,Chicago Bulls,100,"20,308",United Center,Regular Season
"February 16, 2023",8:00p,Washington Wizards,114,Minnesota Timberwolves,106,"17,136",Target Center,Regular Season
"February 16, 2023",10:00p,Los Angeles Clippers,116,Phoenix Suns,107,"17,071",Footprint Center,Regular Season
"February 23, 2023",7:00p,Denver Nuggets,115,Cleveland Cavaliers,109,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"February 23, 2023",7:00p,Boston Celtics,142,Indiana Pacers,138,"16,125",Gainbridge Fieldhouse,Regular Season
"February 23, 2023",7:00p,Detroit Pistons,106,Orlando Magic,108,"18,846",Amway Center,Regular Season
"February 23, 2023",7:30p,Memphis Grizzlies,105,Philadelphia 76ers,110,"21,205",Wells Fargo Center,Regular Season
"February 23, 2023",7:30p,New Orleans Pelicans,110,Toronto Raptors,115,"19,800",Scotiabank Arena,Regular Season
"February 23, 2023",8:30p,San Antonio Spurs,116,Dallas Mavericks,142,"20,287",American Airlines Center,Regular Season
"February 23, 2023",9:00p,Oklahoma City Thunder,119,Utah Jazz,120,"18,206",Vivint Arena,Regular Season
"February 23, 2023",10:00p,Golden State Warriors,111,Los Angeles Lakers,124,"18,997",Crypto.com Arena,Regular Season
"February 23, 2023",10:00p,Portland Trail Blazers,116,Sacramento Kings,133,"18,041",Golden 1 Center,Regular Season
"February 24, 2023",7:00p,New York Knicks,115,Washington Wizards,109,"20,476",Capital One Arena,Regular Season
"February 24, 2023",7:30p,Cleveland Cavaliers,119,Atlanta Hawks,136,"18,065",State Farm Arena,Regular Season
"February 24, 2023",7:30p,Miami Heat,99,Milwaukee Bucks,128,"17,676",Fiserv Forum,Regular Season
"February 24, 2023",8:00p,Brooklyn Nets,87,Chicago Bulls,131,"21,286",United Center,Regular Season
"February 24, 2023",8:00p,Charlotte Hornets,121,Minnesota Timberwolves,113,"17,136",Target Center,Regular Season
"February 24, 2023",10:00p,Houston Rockets,101,Golden State Warriors,116,"18,064",Chase Center,Regular Season
"February 24, 2023",10:00p,Oklahoma City Thunder,115,Phoenix Suns,124,"17,071",Footprint Center,Regular Season
"February 24, 2023",10:30p,Sacramento Kings,176,Los Angeles Clippers,175,"19,068",Crypto.com Arena,Regular Season
"February 25, 2023",12:00p,Toronto Raptors,95,Detroit Pistons,91,"20,190",Little Caesars Arena,Regular Season
"February 25, 2023",7:00p,Miami Heat,103,Charlotte Hornets,108,"19,109",Spectrum Center,Regular Season
"February 25, 2023",7:00p,Indiana Pacers,121,Orlando Magic,108,"19,231",Amway Center,Regular Season
"February 25, 2023",7:30p,New Orleans Pelicans,106,New York Knicks,128,"19,812",Madison Square Garden (IV),Regular Season
"February 25, 2023",8:00p,Denver Nuggets,94,Memphis Grizzlies,112,"18,302",FedEx Forum,Regular Season
"February 25, 2023",8:30p,Boston Celtics,110,Philadelphia 76ers,107,"20,993",Wells Fargo Center,Regular Season
"February 25, 2023",9:00p,San Antonio Spurs,102,Utah Jazz,118,"18,206",Vivint Arena,Regular Season
"February 26, 2023",1:00p,Phoenix Suns,101,Milwaukee Bucks,104,"17,636",Fiserv Forum,Regular Season
"February 26, 2023",3:00p,Brooklyn Nets,127,Atlanta Hawks,129,"16,983",State Farm Arena,Regular Season
"February 26, 2023",3:30p,Washington Wizards,82,Chicago Bulls,102,"21,106",United Center,Regular Season
"February 26, 2023",3:30p,Los Angeles Lakers,111,Dallas Mavericks,108,"20,411",American Airlines Center,Regular Season
"February 26, 2023",6:00p,Toronto Raptors,93,Cleveland Cavaliers,118,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"February 26, 2023",7:00p,Sacramento Kings,124,Oklahoma City Thunder,115,"15,147",Paycom Center,Regular Season
"February 26, 2023",7:30p,Minnesota Timberwolves,104,Golden State Warriors,109,"18,064",Chase Center,Regular Season
"February 26, 2023",9:00p,Houston Rockets,114,Portland Trail Blazers,131,"19,215",Moda Center,Regular Season
"February 26, 2023",10:00p,Los Angeles Clippers,124,Denver Nuggets,134,"19,689",Ball Arena,Regular Season
"February 27, 2023",7:00p,Detroit Pistons,106,Charlotte Hornets,117,"14,184",Spectrum Center,Regular Season
"February 27, 2023",7:00p,Miami Heat,101,Philadelphia 76ers,99,"20,859",Wells Fargo Center,Regular Season
"February 27, 2023",7:30p,Boston Celtics,94,New York Knicks,109,"19,812",Madison Square Garden (IV),Regular Season
"February 27, 2023",8:00p,Orlando Magic,101,New Orleans Pelicans,93,"16,038",Smoothie King Center,Regular Season
"February 28, 2023",7:30p,Washington Wizards,119,Atlanta Hawks,116,"17,395",State Farm Arena,Regular Season
"February 28, 2023",7:30p,Milwaukee Bucks,118,Brooklyn Nets,104,"17,732",Barclays Center,Regular Season
"February 28, 2023",7:30p,Los Angeles Lakers,109,Memphis Grizzlies,121,"17,794",FedEx Forum,Regular Season
"February 28, 2023",7:30p,Chicago Bulls,98,Toronto Raptors,104,"19,800",Scotiabank Arena,Regular Season
"February 28, 2023",8:00p,Denver Nuggets,133,Houston Rockets,112,"15,368",Toyota Center,Regular Season
"February 28, 2023",8:00p,Sacramento Kings,123,Oklahoma City Thunder,117,"13,353",Paycom Center,Regular Season
"February 28, 2023",8:30p,Indiana Pacers,124,Dallas Mavericks,122,"20,277",American Airlines Center,Regular Season
"February 28, 2023",9:00p,San Antonio Spurs,102,Utah Jazz,94,"18,206",Vivint Arena,Regular Season
"February 28, 2023",10:00p,Portland Trail Blazers,105,Golden State Warriors,123,"18,064",Chase Center,Regular Season
"February 28, 2023",10:00p,Minnesota Timberwolves,108,Los Angeles Clippers,101,"17,022",Crypto.com Arena,Regular Season
"March 1, 2023",7:00p,Phoenix Suns,105,Charlotte Hornets,91,"19,137",Spectrum Center,Regular Season
"March 1, 2023",7:00p,Chicago Bulls,117,Detroit Pistons,115,"18,098",Little Caesars Arena,Regular Season
"March 1, 2023",7:30p,Cleveland Cavaliers,113,Boston Celtics,117,"19,156",TD Garden,Regular Season
"March 1, 2023",7:30p,Philadelphia 76ers,119,Miami Heat,96,"19,600",Kaseya Center,Regular Season
"March 1, 2023",7:30p,Brooklyn Nets,118,New York Knicks,142,"19,812",Madison Square Garden (IV),Regular Season
"March 1, 2023",8:00p,Memphis Grizzlies,113,Houston Rockets,99,"15,919",Toyota Center,Regular Season
"March 1, 2023",8:00p,Orlando Magic,117,Milwaukee Bucks,139,"17,354",Fiserv Forum,Regular Season
"March 1, 2023",8:00p,Los Angeles Lakers,123,Oklahoma City Thunder,117,"17,114",Paycom Center,Regular Season
"March 1, 2023",10:00p,New Orleans Pelicans,121,Portland Trail Blazers,110,"18,566",Moda Center,Regular Season
"March 2, 2023",7:00p,Toronto Raptors,108,Washington Wizards,119,"14,643",Capital One Arena,Regular Season
"March 2, 2023",7:30p,Philadelphia 76ers,126,Dallas Mavericks,133,"20,002",American Airlines Center,Regular Season
"March 2, 2023",8:30p,Indiana Pacers,99,San Antonio Spurs,110,"14,617",AT&T Center,Regular Season
"March 2, 2023",10:00p,Los Angeles Clippers,91,Golden State Warriors,115,"18,064",Chase Center,Regular Season
"March 3, 2023",7:00p,Orlando Magic,117,Charlotte Hornets,106,"16,683",Spectrum Center,Regular Season
"March 3, 2023",7:30p,Portland Trail Blazers,111,Atlanta Hawks,129,"17,521",State Farm Arena,Regular Season
"March 3, 2023",7:30p,Brooklyn Nets,115,Boston Celtics,105,"19,156",TD Garden,Regular Season
"March 3, 2023",8:00p,Phoenix Suns,125,Chicago Bulls,104,"21,169",United Center,Regular Season
"March 3, 2023",8:00p,New York Knicks,122,Miami Heat,120,"19,600",Kaseya Center,Regular Season
"March 3, 2023",8:00p,Utah Jazz,103,Oklahoma City Thunder,130,"16,538",Paycom Center,Regular Season
"March 3, 2023",10:00p,Memphis Grizzlies,97,Denver Nuggets,113,"19,641",Ball Arena,Regular Season
"March 3, 2023",10:00p,New Orleans Pelicans,99,Golden State Warriors,108,"18,064",Chase Center,Regular Season
"March 3, 2023",10:00p,Los Angeles Clippers,127,Sacramento Kings,128,"18,111",Golden 1 Center,Regular Season
"March 3, 2023",10:30p,Minnesota Timberwolves,110,Los Angeles Lakers,102,"18,997",Crypto.com Arena,Regular Season
"March 4, 2023",5:00p,Toronto Raptors,116,Washington Wizards,109,"18,174",Capital One Arena,Regular Season
"March 4, 2023",7:30p,Detroit Pistons,90,Cleveland Cavaliers,114,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"March 4, 2023",8:00p,Atlanta Hawks,109,Miami Heat,117,"19,600",Kaseya Center,Regular Season
"March 4, 2023",8:00p,Houston Rockets,122,San Antonio Spurs,110,"18,354",AT&T Center,Regular Season
"March 4, 2023",8:30p,Philadelphia 76ers,133,Milwaukee Bucks,130,"18,100",Fiserv Forum,Regular Season
"March 4, 2023",10:00p,Minnesota Timberwolves,138,Sacramento Kings,134,"18,111",Golden 1 Center,Regular Season
"March 5, 2023",1:00p,Phoenix Suns,130,Dallas Mavericks,126,"20,311",American Airlines Center,Regular Season
"March 5, 2023",3:30p,Indiana Pacers,125,Chicago Bulls,122,"21,225",United Center,Regular Season
"March 5, 2023",3:30p,Golden State Warriors,105,Los Angeles Lakers,113,"18,997",Crypto.com Arena,Regular Season
"March 5, 2023",6:00p,Charlotte Hornets,86,Brooklyn Nets,102,"17,921",Barclays Center,Regular Season
"March 5, 2023",6:00p,Portland Trail Blazers,122,Orlando Magic,119,"18,846",Amway Center,Regular Season
"March 5, 2023",7:00p,San Antonio Spurs,110,Houston Rockets,142,"16,721",Toyota Center,Regular Season
"March 5, 2023",7:00p,Utah Jazz,119,Oklahoma City Thunder,129,"14,778",Paycom Center,Regular Season
"March 5, 2023",7:30p,New York Knicks,131,Boston Celtics,129,"19,156",TD Garden,Regular Season
"March 5, 2023",7:30p,Milwaukee Bucks,117,Washington Wizards,111,"18,746",Capital One Arena,Regular Season
"March 5, 2023",10:00p,Memphis Grizzlies,129,Los Angeles Clippers,135,"19,068",Crypto.com Arena,Regular Season
"March 6, 2023",7:00p,Boston Celtics,114,Cleveland Cavaliers,118,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"March 6, 2023",7:00p,Portland Trail Blazers,110,Detroit Pistons,104,"16,989",Little Caesars Arena,Regular Season
"March 6, 2023",7:00p,Philadelphia 76ers,147,Indiana Pacers,143,"15,008",Gainbridge Fieldhouse,Regular Season
"March 6, 2023",7:30p,Atlanta Hawks,128,Miami Heat,130,"19,600",Kaseya Center,Regular Season
"March 6, 2023",9:00p,Toronto Raptors,113,Denver Nuggets,118,"19,520",Ball Arena,Regular Season
"March 6, 2023",10:00p,New Orleans Pelicans,108,Sacramento Kings,123,"17,708",Golden 1 Center,Regular Season
"March 7, 2023",7:00p,Washington Wizards,119,Detroit Pistons,117,"17,855",Little Caesars Arena,Regular Season
"March 7, 2023",7:00p,Milwaukee Bucks,134,Orlando Magic,123,"16,110",Amway Center,Regular Season
"March 7, 2023",7:30p,Philadelphia 76ers,117,Minnesota Timberwolves,94,"17,136",Target Center,Regular Season
"March 7, 2023",7:30p,Charlotte Hornets,112,New York Knicks,105,"19,812",Madison Square Garden (IV),Regular Season
"March 7, 2023",8:00p,Brooklyn Nets,118,Houston Rockets,96,"14,833",Toyota Center,Regular Season
"March 7, 2023",8:00p,Golden State Warriors,128,Oklahoma City Thunder,137,"16,142",Paycom Center,Regular Season
"March 7, 2023",8:30p,Utah Jazz,116,Dallas Mavericks,120,"20,277",American Airlines Center,Regular Season
"March 7, 2023",10:00p,Memphis Grizzlies,103,Los Angeles Lakers,112,"18,997",Crypto.com Arena,Regular Season
"March 8, 2023",7:00p,Atlanta Hawks,122,Washington Wizards,120,"15,087",Capital One Arena,Regular Season
"March 8, 2023",7:30p,Portland Trail Blazers,93,Boston Celtics,115,"19,156",TD Garden,Regular Season
"March 8, 2023",7:30p,Cleveland Cavaliers,104,Miami Heat,100,"19,600",Kaseya Center,Regular Season
"March 8, 2023",7:30p,Dallas Mavericks,106,New Orleans Pelicans,113,"17,473",Smoothie King Center,Regular Season
"March 8, 2023",9:00p,Chicago Bulls,117,Denver Nuggets,96,"19,896",Ball Arena,Regular Season
"March 8, 2023",9:00p,Oklahoma City Thunder,101,Phoenix Suns,132,"17,071",Footprint Center,Regular Season
"March 8, 2023",10:00p,Toronto Raptors,100,Los Angeles Clippers,108,"17,397",Crypto.com Arena,Regular Season
"March 9, 2023",7:00p,Charlotte Hornets,113,Detroit Pistons,103,"17,121",Little Caesars Arena,Regular Season
"March 9, 2023",7:00p,Houston Rockets,125,Indiana Pacers,134,"16,027",Gainbridge Fieldhouse,Regular Season
"March 9, 2023",7:00p,Utah Jazz,131,Orlando Magic,124,"16,552",Amway Center,Regular Season
"March 9, 2023",7:30p,Golden State Warriors,110,Memphis Grizzlies,131,"17,794",FedEx Forum,Regular Season
"March 9, 2023",8:00p,Brooklyn Nets,113,Milwaukee Bucks,118,"17,341",Fiserv Forum,Regular Season
"March 9, 2023",10:00p,New York Knicks,117,Sacramento Kings,122,"18,068",Golden 1 Center,Regular Season
"March 10, 2023",7:00p,Portland Trail Blazers,119,Philadelphia 76ers,120,"21,001",Wells Fargo Center,Regular Season
"March 10, 2023",7:00p,Atlanta Hawks,114,Washington Wizards,107,"18,161",Capital One Arena,Regular Season
"March 10, 2023",8:00p,Cleveland Cavaliers,115,Miami Heat,119,"19,757",Kaseya Center,Regular Season
"March 10, 2023",8:00p,Brooklyn Nets,124,Minnesota Timberwolves,123,"17,136",Target Center,Regular Season
"March 10, 2023",8:00p,Denver Nuggets,120,San Antonio Spurs,128,"18,354",AT&T Center,Regular Season
